street_name,street_class_code,new_area_code,surface_type_code,Subarea,Subarea EA,line_length,route_no,year_built,os_sheets,road_start,road_finish,Irish
VIKING PLACE,6,1,3,1,1,62,,,326303,ARD HIGH ROAD,SITRIC ROAD,Plás Vícinn
VIKING ROAD,6,1,3,1,1,150,,,326303,SITRIC ROAD,MOUNT TEMPLE ROAD,Bóthar Vícinn
VILLA PARK AVENUE,6,1,1,9,17,364,,,319716,VILLA PARK ROAD,NEPHIN ROAD,Ascaill Páirc an Bailtín
VILLA PARK DRIVE,6,1,2,9,17,92,,,319711,VILLA PARK ROAD,,Céide Páirc an Bailtín
VILLA PARK GARDENS,6,1,2,9,17,637,,,319711,VILLA PARK ROAD,,Gairdíní Páirc an Bailtín
VILLA PARK ROAD,6,1,2,9,17,307,,,319711,BLACKHORSE AVENUE,VILLA PARK GARDENS,Bóthar Páirc an Bailtín
VILLIERS ROAD,6,5,3,5,18,242,,,332810,VERNON GROVE,HIGHFIELD ROAD,Bóthar Bhilliar
SAINT VINCENT STREET SOUTH,6,5,1,11,3,171,,,326319,CLANBRASSIL STREET LOWER,EMORVILLE AVENUE,
VIOLET HILL DRIVE,6,1,2,13,21,359,,,319703,OLD FINGLAS ROAD,,Céide Cnoc Sailchuaiche
VIOLET HILL PARK,6,1,2,13,21,180,,,319703,VIOLET HILL DRIVE,,Páirc Cnoc Sailchuaiche
VIOLET HILL ROAD,6,1,2,13,21,268,,,319703,OLD FINGLAS ROAD,VIOLET HILL DRIVE,Bóthar Cnoc Sailchuaiche
VIRGINIA DRIVE,6,2,2,5,5,207,,,313121,VIRGINIA PARK,,Céide Achadh an Iúir
VIRGINIA PARK,6,2,1,5,5,80,,,313121,DEANSTOWN AVENUE,,Páirc Achadh an Iúir
VIRGINIA PARK,6,2,2,5,5,218,,,313121,DEANSTOWN AVENUE,,Páirc Achadh an Iúir
WADELAI GREEN,6,2,2,7,7,212,,,313120,MAOLBUILLE ROAD,,Faiche Wadelai
WADELAI ROAD,6,2,2,7,7,381,,,,DELVILLE ROAD,MAOLBUILLE ROAD,Bóthar Wadelai
WADE'S AVENUE,6,3,2,16,16,361,,,332810,HOWTH ROAD,ALL SAINTS ROAD,
WALKERS COTTAGES,6,5,2,7,20,54,,,326325,MOUNTPLEASANT PLACE,,
WALKINSTOWN AVENUE,2,4,1,9,17,1335,R112,,332704,NAAS ROAD,WALKINSTOWN AVENUE,Ascaill Bhaile Bhailcín
WALKINSTOWN CRESCENT,6,4,2,9,17,383,,,332709,WALKINSTOWN PARK,,Corrán Bhaile Bhailcín
WALKINSTOWN DRIVE,6,4,2,9,17,910,,,332704,WALKINSTOWN ROAD,KILNAMANAGH ROAD,Céide Bhaile Bhailcín
WALKINSTOWN GREEN,6,4,2,9,17,510,,,332704,WALKINSTOWN AVENUE,WALKINSTOWN DRIVE,Faiche Bhaile Bhailcín
WALKINSTOWN PARADE,6,4,2,9,17,355,,,,WALKINSTOWN DRIVE,,Paráid Bhaile Bhailcín
WALKINSTOWN PARK,6,4,2,9,17,454,,,332709,WALKINSTOWN AVENUE,,Páirc Bhaile Bhailcín
WALKINSTOWN ROAD,2,4,1,R06,R15,1105,R819,,332705,DRIMNAGH ROAD,ROUNDABOUT,Bóthar Bhaile Bhailcín
WALLACE ROAD,6,4,2,10,18,94,,,332710,BUNTING ROAD,,
WALNUT AVENUE,6,2,2,8,8,341,,,319801,WALNUT RISE,,Ascaill Gallchnó
WALNUT COURT,6,2,2,8,8,221,,,319801,WALNUT RISE,WALNUT PARK,Cúirt Gallchnó
WALNUT LAWN,6,2,2,8,8,232,,,319801,WALNUT RISE,WALNUT AVENUE,Plasóg Gallchnó
WALNUT PARK,6,2,2,8,8,169,,,319801,WALNUT RISE,WALNUT COURT,Páirc Gallchnó
WALNUT RISE,6,2,2,8,8,708,,,319801,GRIFFITH AVENUE,,árd Gallchnó
WALSH ROAD,6,1,1,14,22,600,,,319705,HOMEFARM ROAD,FERGUSON ROAD,Bóthar Breatnach
WALWORTH ROAD,6,5,3,12,4,64,,,326325,VICTORIA STREET,KINGSLAND PARADE,Bóthar Ualbhort
NEW WAPPING STREET,4,1,1,16,16,323,,,326402,SHERRIFF STREET UPPER,NORTH WALL QUAY,
WARD'S HILL,4,4,4,7,7,65,,,,NEWMARKET,NEW ROW,
WARNER'S LANE,7,5,2,10,23,139,,,326421,DARTMOUTH ROAD,,
WARREN STREET,5,5,1,12,4,118,,,,PORTOBELLO ROAD,,Sráid Bharain
WARRENMOUNT,6,4,2,7,7,80,,,,MILL STREET,,Cnocán Bharáin
WARRENMOUNT PLACE,6,4,3,7,7,57,,,326319,BLACKPITTS,,Plás Cnocán Bharáin
CLONTARF ROAD,6,3,2,15,15,88,,,319819,CLONTARF ROAD,,An Pointe
WARRINGTON LANE,6,5,1,22,14,110,,,326412,WARRINGTON PLACE,,Lána Warrington
WARRINGTON PLACE,4,5,1,22,14,200,,,326412,MOUNT STREET LOWER,HERBERT PLACE,Plás Warrington
WASDALE GROVE,6,5,2,6,19,166,,,332819,GREENMOUNT ROAD,WASDALE PARK,Garrán Uasdaol
WASDALE PARK,6,5,2,6,19,306,,,332819,GREENMOUNT ROAD,BUSHY PARK ROAD,Páirc Uasdaol
WASHINGTON STREET,6,4,1,7,7,126,,,326319,BRIANBORO,SOUTH CIRCULAR ROAD,Sráid Washington
WATERFALL AVENUE,6,3,3,16,16,62,,,319811,RICHMOND ROAD,,Ascaill an Easa
WATERFALL ROAD,6,3,2,16,16,211,,,,ALL SAINTS ROAD,MARYVILLE ROAD,Bóthar an Easa
WATERLOO AVENUE,6,1,3,13,13,113,,,,NORTH STRAND ROAD,,Ascaill Uatarlú
WATERLOO LANE,6,5,2,13,26,445,,,326417,FLEMINGS PLACE,LEESON STREET LOWER,Lána Uatarlú
WATERLOO ROAD,5,5,2,13,26,570,,,326417,BAGGOT STREET UPPER,LEESON STREET UPPER,Bóthar Uatarlú
WATERMILL AVENUE,6,3,2,16,16,263,,,319902,ALL SAINTS ROAD,WATERMILL DRIVE,Ascaill an Mhuilinn
WATERMILL DRIVE,6,3,2,16,16,184,,,319902,WATERMILL ROAD,ALL SAINTS ROAD,Céide an Mhuilinn
WATERMILL DRIVE,3,3,1,16,16,16,,,319902,WATERMILL ROAD,ALL SAINTS ROAD,Céide an Mhuilinn
WATERMILL DRIVE,3,3,2,16,16,249,,,319902,WATERMILL ROAD,ALL SAINTS ROAD,Céide an Mhuilinn
WATERMILL LAWN,6,3,2,12,12,128,,,319903,WATERMILL ROAD,,Plásóg an Mhuilinn
WATERMILL PARK,6,3,2,16,16,263,,,319902,WATERMILL DRIVE,ALL SAINTS ROAD,Páirc an Mhuilinn
WATERMILL ROAD,3,3,1,16,16,265,,,313322,HOWTH ROAD,JAMES LARKIN ROAD,Bóthar an Mhuilinn
WATERMILL ROAD,2,3,1,16,16,850,R809,,313322,HOWTH ROAD,JAMES LARKIN ROAD,Bóthar an Mhuilinn
WATKIN'S SQUARE,6,4,2,7,7,80,,,326314,ARDEE STREET,,
WATLING STREET,4,4,1,4,4,336,,,,JAMES STREET,VICTORIA QUAY,Sráid Watling
WAVERLEY AVENUE,6,3,3,15,17,137,,,319812,PHILIPSBORO AVENUE,INVERNESS ROAD,Ascaill Uabherlú
WEAVER LANE,7,1,2,5,5,38,,,,PHIBSBORO ROAD,,
WEAVERS CLOSE,6,4,1,7,7,37,,,326314,BRABAZON STREET,,
WEAVERS SQUARE,6,4,3,7,7,60,,,,BROWN STREET SOUTH,ORMOND STREET,
WEAVERS STREET,6,4,1,7,7,130,,,326314,BRABAZON STREET,,
WELLESLEY PLACE,6,1,3,8,8,64,,,,RUSSELL STREET,,Plás Wellesley
WELLINGTON LANE,6,5,1,13,26,221,,,326417,WATERLOO ROAD,WELLINGTON ROAD,Lána Wellington
WELLINGTON PLACE,5,5,3,13,26,170,,,,WELLINGTON PLACE,LEESON STREET UPPER,Plás Wellington
WELLINGTON PLACE NORTH,7,1,3,5,5,106,,,,MOUNTJOY STREET,,
WELLINGTON QUAY,1,5,1,R09,R05,349,N004,,326310,PARLIAMENT STREET,CRAMPTON QUAY,Cé Wellington
WELLINGTON ROAD,5,5,3,13,26,524,,,326417,WELLINGTON PLACE,PEMBROKE ROAD,Bóthar Wellington
WELLINGTON STREET LOWER,4,1,3,5,5,158,,,319725,DOREST STREET LOWER,MOUNTJOY STREET,
WELLINGTON STREET UPPER,6,1,3,5,5,153,,,319725,PRIMROSE STREET,MOUNTJOY STREET,Sráid Wellington Uacht
WELLMOUNT AVENUE,6,2,2,5,5,424,,,,CARDIFF BRIDGE ROAD,WELLMOUNT ROAD,Ascaill Chnoc an Tobair
WELLMOUNT COURT,6,2,2,5,5,109,,,313116,WELLMOUNT AVENUE,,Cúirt Chnoc an Tobair
WELLMOUNT CRESCENT,6,2,2,5,5,196,,,313121,WELLMOUNT GREEN,WELLMOUNT PARK,Corrán Chnoc an Tobair
WELLMOUNT DRIVE,6,2,2,5,5,116,,,,WELLMOUNT ROAD,BOLLARDS,Corrán Chnoc an Tobair
WELLMOUNT GREEN,6,2,2,5,5,161,,,,WELLMOUNT PARK,WELLMOUNT CRESCENT,Faiche Chnoc an Tobair
WELLMOUNT PARK,3,2,2,5,5,216,,,313117,WELLMOUNT DRIVE,WELLMOUNT AVENUE,Páirc Chnoc an Tobair
WELLMOUNT ROAD,4,2,1,5,5,629,,,313117,MAIN STREET FINGLAS,NEW ROAD,Bóthar Chnoc an Tobair
WELLMOUNT ROAD,3,2,1,5,5,88,,,313117,MAIN STREET FINGLAS,NEW ROAD,Bóthar Chnoc an Tobair
WELLMOUNT ROAD,3,2,1,5,5,310,,,313117,MAIN STREET FINGLAS,NEW ROAD,Bóthar Chnoc an Tobair
WELLMOUNT ROAD,3,2,1,5,5,48,,,313117,MAIN STREET FINGLAS,NEW ROAD,Bóthar Chnoc an Tobair
WELLPARK AVENUE,6,1,2,14,22,201,,,319811,DRUMCONDRA ROAD UPPER,,Ascaill na Driseoige
WERBURGH STREET,3,5,2,10,2,104,,,,BRIDE STREET,CHRISTCHURCH PLACE,Sráid Werburgh
WESLEY PLACE,6,4,2,8,8,91,,,,CLANBRASSIL STREET UPPER,,Plás Wesley
WESLEY ROAD,6,5,3,4,17,102,,,332814,RATHGAR AVENUE,RATHGAR ROAD,Bóthar Wesley
WEST PARK DRIVE,6,2,1,7,7,249,,,313124,BALLLYGALL ROAD EAST,,Céide na hIarpháirce
WEST ROAD,3,1,1,16,16,793,,,319817,EAST WALL ROAD,HAWTHORN TERRACE,Bóthar Siar
WEST TERRACE,6,4,3,5,13,91,,,326215,INCHICORE SQUARE SOUTH,,Ardán Siar
WESTBOURNE ROAD,6,5,2,6,19,150,,,332819,RATHFARNHAM ROAD,,Bóthar Iarcroiche
WESTERN WAY,1,1,3,R14,R14,337,N002,,319724,MOUNTJOY STREET,PHIBSBORO ROAD,An Bealach Siar
WESTFIELD ROAD,6,4,2,12,20,320,,,332809,CLAREVILLE ROAD,LOWER KIMMAGE ROAD,Bóthar Iarpháirce
WESTHAMPTON PLACE,6,4,3,12,20,49,,,332814,TERENURE ROAD NORTH,,Plás Iarhampton
WESTLAND COURT,7,5,2,20,12,39,,,326406,CUMBERLAND STREET SOUTH,,Cúirt an Iarthair
WESTLAND ROW,2,5,1,R15,R11,243,R118,,326406,PEARSE STREET,FENIAN STREET,Rae an Iarthair
WESTMORELAND PARK,6,5,1,10,23,145,,,326421,RANELAGH,,Páirc Westmoreland
WESTMORELAND STREET,1,5,1,R08,R04,182,N011,,326310,COLLEGE STREET,ASTON QUAY,Sráid an Fheistí
WESTPARK,6,3,1,10,10,297,,,313316,ASCAL AINNINN,,Eastat na Pháirc Thiar
WESTWOOD AVENUE,6,2,1,5,5,100,,,313025,WESTWOOD ROAD,,Ascaill Iar Choille
WESTWOOD ROAD,6,2,2,5,5,262,,,313025,VALLEY PARK ROAD,,Bóthar Iar Choille
WEXFORD STREET,2,5,1,R07,R03,128,R114,,326315,CUFFE STREET,MONTAQUE STREET,Sráid Loch Gorman
WHITEFRIAR PLACE,4,5,1,10,2,84,,,,WHITEFRIAR STREET,AUNGIER STREET,Plás na mBráthar Bán
WHITEFRIAR STREET,4,5,2,10,2,29,,,,PETER STREET,GOLDEN LANE,Sráid na mBráthar Bán
WHITEFRIAR STREET,4,5,1,10,2,181,,,,PETER STREET,GOLDEN LANE,Sráid na mBráthar Bán
WHITE'S LANE,6,1,3,5,5,58,,,,PHIBSBORO ROAD,ROYAL CANAL BANK,
WHITETHORN AVENUE,6,3,2,8,8,227,,,313223,WHITETHORN RISE,,Ascaill na Sceach Geal
WHITETHORN CLOSE,6,3,2,8,8,178,,,313223,WHITETHORN ROAD,,Corrán na Sceach Geal
WHITETHORN CRESCENT,6,3,2,8,8,185,,,313223,WHITETHORN AVENUE,,Corrán na  Sceach Geal
WHITETHORN GROVE,6,3,2,8,8,204,,,313223,WHITETHORN AVENUE,,Garrán na Sceach Geal
WHITETHORN PARK,6,3,2,8,8,194,,,313223,WHITETHORN AVENUE,,Páirc na Sceach Geal
WHITETHORN RISE,6,3,2,8,8,356,,,313223,SKELLYS LANE,WHITETHORN CLOSE,árd na Sceach Geal
WHITETHORN ROAD,6,3,2,8,8,317,,,313223,WHITETHORN CLOSE,,Bóthar na Sceach Geal
WHITTON ROAD,6,5,3,12,20,116,,,332814,TERENURE ROAD SOUTH,,Bóthar Faoitin
WHITWORTH AVENUE,6,1,3,15,8,58,,,319816,WHITWORTH TERRACE,WHITWORTH PLACE,Ascaill Whitworth
WHITWORTH PARADE,6,1,2,13,21,33,,,,SAINT PATRICKS ROAD,,Paráid Whitworth
WHITWORTH PLACE,6,1,3,15,8,108,,,319720,WHITWORTH AVENUE,DRUMCONDRA ROAD LOWER,Plás Whitworth
WHITWORTH ROAD,3,1,1,13,21,138,,,319714,PROSPECT ROAD,DRUMCONDRA ROAD LOWER,Bóthar Whitworth
WHITWORTH ROAD,3,1,1,13,21,731,,,319714,PROSPECT ROAD,DRUMCONDRA ROAD LOWER,Bóthar Whitworth
WHITWORTH TERRACE,6,1,3,15,8,33,,,319816,WHITWORTH AVENUE,SAINT PATRICKS TERRACE,Ardán Whitworth
WICKLOW LANE,7,5,3,13,5,20,,,326310,WICKLOW STREET,,Lána Chill Mhantáin
WICKLOW STREET,4,5,1,13,5,169,,,,GRAFTON STREET,WICKLOW STREET SOUTH,Sráid Chill Mhantáin
WIGAN ROAD,6,1,3,13,21,131,,,319715,WHITWORTH ROAD,,Bóthar Uigan
WILFIELD,6,5,1,17,30,0,,,326424,SANDYMOUNT AVENUE,,
WILFIELD PARK,6,5,2,17,30,163,,,326424,SANDYMOUNT AVENUE,WILFIELD ROAD,Páirc an Bhile
WILFIELD PARK,3,5,2,17,30,149,,,,SANDYMOUNT AVENUE,WILFIELD ROAD,Páirc an Bhile
WILFIELD ROAD,6,5,2,17,30,239,,,326424,SANDYMOUNT AVENUE,,Bóthar an Bhile
WILFIELD ROAD,3,5,2,17,30,183,,,326424,SANDYMOUNT AVENUE,,Bóthar an Bhile
WILFRID ROAD,6,4,3,12,20,105,,,332809,KENILWORTH PARK,WILFRID TERRACE,
WILFRID TERRACE,6,4,2,12,20,64,,,332809,TIVOLI AVENUE,,Ardán an Bhile
WILLIAMS LANE,7,1,2,12,12,66,,,,PRINCES STREET,,
WILLIAMS PARK,6,5,1,3,16,207,,,332805,RATHMINES ROAD LOWER,,
WILLIAMS PLACE LOWER,7,1,4,8,8,28,,,319816,SHERRARD STREET LOWER,PORTLAND PLACE,
WILLIAMS PLACE SOUTH,6,5,1,11,3,177,,,326319,LONG LANE,CLANBRASSIL STREET,
WILLIAMS PLACE SOUTH,6,5,2,11,3,19,,,326319,LONG LANE,CLANBRASSIL STREET,
WILLIAMS PLACE UPPER,6,1,2,8,8,16,,,319720,DOREST STREET LOWER,PORTLAND PLACE,Plás Mhic Liam Uacht
WILLIAMS PLACE UPPER,6,1,1,8,8,35,,,319720,DOREST STREET LOWER,PORTLAND PLACE,Plás Mhic Liam Uacht
WILLIAM STREET NORTH,6,1,1,13,13,223,,,,SUMMERHILL PARADE,,
SOUTH WILLIAM STREET,4,5,2,13,5,246,,,326310,STEPHENS STREET LOWER,WICKLOW STREET,
WILLOW MEWS,6,5,1,17,30,0,,,332905,SAINT ALBANS PARK,,
WILLOW PARK AVENUE,6,2,2,3,3,938,,,313114,WILLOW PARK ROAD,,Ascaill Páirc na Sailí
WILLOW PARK CLOSE,6,2,1,3,3,260,,,313114,WILLOW PARK ROAD,,Clós Páirc na Sailí
WILLOW PARK CRESCENT,5,2,2,3,3,657,,,313113,WILLOW PARK ROAD,GROVE PARK ROAD,Corrán Páirc na Sailí
WILLOW PARK DRIVE,6,2,2,3,3,77,,,,WILLOW PARK AVENUE,WILLOW PARK GROVE,Céide Páirc na Sailí
WILLOW PARK GROVE,6,2,2,3,3,1077,,,313114,WILLOW PARK ROAD,WILLOW PARK AVENUE,Garrán Páirc na Sailí
WILLOW PARK LAWN,6,2,1,3,3,205,,,313114,WILLOW PARK ROAD,,Plasóg Páirc na Sailí
WILLOW PARK ROAD,6,2,1,3,3,306,,,313114,BALLYMUN AVENUE,,Bóthar Páirc na Sailí
WILLOW PARK ROAD,5,2,1,3,3,750,,,313114,BALLYMUN AVENUE,,Bóthar Páirc na Sailí
WILLOW FIELD,6,5,1,17,30,144,,,326424,PARK AVENUE,,Páirc na Saileán
WILSON'S PLACE,6,5,1,21,13,38,,,326412,GRANTS ROW,,
WILSON TERRACE,6,4,2,6,6,46,,,,HANSBURY LANE,,
WILTON PLACE,6,5,3,18,10,245,,,326416,WILTON TERRACE,CUMBERLAND ROAD,Plás Uilton
WILTON TERRACE,4,5,3,18,10,532,,,,LEESON STREET LOWER,BAGGOT STREET LOWER,Ardán Uilton
WINDELE ROAD,7,1,2,14,22,53,,,,JOYCE ROAD,,Bóthar Uingil
WINDMILL AVENUE,6,4,2,10,18,266,,,332801,WINDMILL PARK,,Ascaill an Mhuilinn Gaoithe
WINDMILL LANE,6,5,1,19,11,179,,,326407,CRUGHTON STREET,SIR JOHN ROGERSON'S QUAY,Lána an Mhuilinn Gaoithe
WINDMILL PARK,6,4,2,10,18,790,,,332801,CAPTAINS ROAD,,Páirc an Mhuilinn Gaoithe
WINDMILL ROAD,6,4,2,10,18,533,,,332801,CRUMLIN ROAD,SAINT AGNES ROAD,Bóthar an Mhuilinn Gaoithe
WINDMILL ROAD,5,4,2,10,18,613,,,332801,CRUMLIN ROAD,SAINT AGNES ROAD,Bóthar an Mhuilinn Gaoithe
WINDSOR AVENUE,4,3,1,15,17,216,,,319812,FAIRVIEW STRAND,,Ascaill Uinsor
WINDSOR PLACE,6,5,2,18,10,34,,,326411,PEMBROKE STREET LOWER,,Plás Windsor
WINDSOR PLACE,6,5,3,18,10,49,,,326411,PEMBROKE STREET LOWER,,Plás Windsor
WINDSOR ROAD,6,5,3,8,21,281,,,332906,PALMERSTON ROAD,MOYNE ROAD,Bóthar Uinsor
WINDSOR TERRACE,4,5,3,12,4,257,,,326324,CLANBRASSIL STREET UPPER,PORTOBELLO ROAD,Ardán Uinsor
WINDSOR VILLAS,6,3,3,15,17,76,,,,PHILLSBURGH AVENUE,,Bailtíní Uinsor
WINETAVERN STREET,3,4,1,R06,R06,149,,,326309,WOOD QUAY,SAINT MICHAELS HILL,Sráid an Fhíona
WINTON AVENUE,6,5,3,4,17,210,,,332814,RATHGAR ROAD,RATHGAR AVENUE,Ascaill Winton
WINTON MEWS,7,5,3,,,0,,,332814,87 RATHGAR ROAD,,Eachlann Winton
WINTON ROAD,6,5,3,10,23,250,,,,APPAIN WAY,LEESON PARK,Bóthar Winton
WOLFE TONE QUAY,2,1,1,R01,R01,70,R109,,326308,KINGSBRIDGE,LIFFEY STREET,Cé Wolfe Tone
WOLFE TONE QUAY,1,1,2,R01,R01,374,N004,,326308,KINGSBRIDGE,LIFFEY STREET,Cé Wolfe Tone
WOLFE TONE STREET,4,1,1,12,12,276,,,,PARNELL STREET,ABBEY STREET UPPER,Sráid Wolfe Tone
WOLSELEY STREET,6,4,1,7,7,96,,,326319,GRANVILLLE AVENUE,WASHINGTON STREET,Sráid Wolseley
WOOD LANE,6,1,2,1,1,60,,,,HENDRICK PLACE,BENBURB STREET,Lána na Coille
WOOD QUAY,1,5,1,R09,R05,141,N004,,326309,WINETAVERN STREET,,Cé na Coille
WOOD STREET,6,5,2,10,2,41,,,326315,WHITEFRIAR'S STREET,,Sráid na Coille
WOODBANK AVENUE,6,2,2,5,5,175,,,313025,VALLEY PARK ROAD,,Ascaill Bhruach na Coille
WOODBANK DRIVE,6,2,2,5,5,156,,,313025,VALLEY PARK ROAD,,Céide Bhruach na Coille
WOODBINE CLOSE,6,3,2,11,11,191,,,313312,WOODBINE PARK,,Clós Feithleannach
WOODBINE DRIVE,6,3,2,11,11,252,,,313317,WOODBINE CLOSE,WOODBINE PARK,Céide Feithleannach
WOODBINE PARK,6,3,2,11,11,599,,,313317,RAHENY PARK,,Páirc Feithleannach
WOODBINE ROAD,6,3,2,11,11,403,,,313312,RAHENY ROAD,EDENMORE AVENUE,Bóthar Feithleannach
WOODFIELD AVENUE,6,4,1,5,13,144,,,326215,SARSFIELD ROAD,WOODFIELD PLACE,Ascaill Tuarnacoille
WOODFIELD PLACE,6,4,3,5,13,34,,,,WOODFIELD AVENUE,,Plás Tuarnacoille
WOODLAWN AVENUE,5,3,1,1,1,385,,1991,313208,COOLOCK LANE OLD,WOODLAWN GREEN,
WOODLAWN CLOSE,6,3,1,1,1,105,,1991,313208,WOODLAWN AVENUE,,
WOODLAWN COURT,6,3,1,1,1,129,,1991,313208,WOODLAWN AVENUE,,
WOODLAWN CRESCENT,6,3,1,1,1,45,,1991,313208,WOODLAWN GREEN,,
WOODLAWN DRIVE,6,3,1,1,1,175,,1991,313208,WOODLAWN AVENUE,,
WOODLAWN GREEN,6,3,1,1,1,362,,1991,313208,WOODLAWN AVENUE,WOODLAWN CRESCENT,
WOODLAWN GROVE,6,3,1,1,1,35,,1991,313208,WOODLAWN GREEN,,
WOODLAWN PARK,6,3,1,1,1,145,,1991,313208,WOODLAWN AVENUE,,
WOODLAWN RISE,6,3,1,1,1,174,,1991,313208,WOODLAWN RISE,,
WOODLAWN VIEW,6,3,1,1,1,130,,1991,313208,WOODLAWN AVENUE,,
WOODLAWN WALK,6,3,1,1,1,120,,1991,313208,WOODLAWN AVENUE,,
WOODLAWN WAY,6,3,1,1,1,70,,1991,313208,WOODLAWN AVENUE,,
WOODSIDE,6,3,1,16,16,150,,,319907,MOUNT PROSPECT PARK,,
WOODSTOCK COURT,7,5,2,8,21,11,,,332901,WOODSTOCK GARDENS,,
WOODSTOCK GARDENS,6,5,3,11,24,63,,,332901,SANDFORD ROAD,,Gairdíní Woodstock
WOODVIEW CLOSE,6,3,2,4,4,81,,,313313,WOODVIEW PARK,,Clós Amharc na Coille
WOODVIEW PARK,6,3,2,4,4,239,,,313308,ARDARA AVENUE,,Páirc Amharc na Coille
WOODVILLE COURT,6,3,2,10,10,150,,,313214,TRANQUILITY GROVE,,
WOODVILLE ROAD,6,1,3,13,21,49,,,,BOTANIC AVENUE,,Bóthar Fíodbhaile
WORMWOOD GATE,4,4,3,5,5,36,,,,BRIDGE STREET LOWER,SAINT AUGUSTINE STREET,Geata Gormáin
WYNNEFIELD ROAD,6,5,3,3,16,132,,,332805,CHARLEVILLE ROAD,RATHMINES ROAD LOWER,Bóthar Bán Mhic Gaoithe
WYTELEAF GROVE,6,3,1,4,4,32,,1986,313307,MANOR DRIVE,,Garrán Wyteleaf
WYTELEAF GROVE,6,3,3,4,4,325,,,313307,MANOR DRIVE,,Garrán Wyteleaf
XAVIER AVENUE,6,1,3,16,16,70,,,319817,NORTH STRAND ROAD,,Ascaill Saebhiar
YARNHALL STREET,5,1,3,6,6,41,,,,HENRIELTA PLACE,BOLTON STREET,Sráid an Abhrais
YELLOW ROAD,6,3,2,6,6,292,,,313222,THATCH ROAD,BEAUMONT ROAD,An Bóthar Buídhe
YORK AVENUE,6,5,3,5,18,74,,,,YORK ROAD RATHMINES,,Ascaill Eabhrac
YORK ROAD,6,5,3,5,18,357,,,332810,MAXWELL ROAD,RATHMINES ROAD UPPER,
YORK ROAD,4,5,1,18,31,383,,,326408,THORNCASTLE STREET,PIGEON HOUSE ROAD,
YORK STREET,4,5,1,13,5,284,,,326315,SAINT STEPHENS GREEN WEST,AUNGIER STREET,Sráid Eabhrac
YORK STREET,4,5,1,13,5,97,,,326315,SAINT STEPHENS GREEN WEST,AUNGIER STREET,Sráid Eabhrac
ZION ROAD,6,5,3,6,19,162,,,322702,ORWELL RD,BUSHY PK RD,Bóthar Sióin
ZION ROAD,3,5,2,6,19,241,,,322702,ORWELL RD,BUSHY PK RD,Bóthar Sióin
FINGLAS ROAD,1,1,1,R02,R02,2192,N002,0,313119,MELLOWES ROAD,PROSPECT ROAD,Bóthar Fhionnghlaise
BALLYMUN ROAD,3,1,1,R03,R03,115,,0,313115,SHANGAN ROAD,OLD FINGLAS ROAD,Bothar Bhaile Munna
GRIFFITH AVENUE,2,2,1,6,6,320,R102,0,319704,MALAHIDE ROAD,BALLYGALL ROAD EAST,
SAINT MOBHI ROAD,2,2,1,R03,R03,143,R108,0,319705,BALLYMUN ROAD,FAIRFIELD ROAD,
RATOATH ROAD,2,1,1,R04,R04,30,R102,,319702,NAVAN ROAD,CAPPAGH ROAD,
BEECHLAWN WAY,6,5,1,6,19,115,,0,332819,RATHFARNHAM ROAD,,
FAIRWAYS AVENUE,6,2,2,4,4,118,,0,319812,SHELMARTIN AVENUE,,
FAIRWAYS GREEN,6,2,2,4,4,130,,0,313123,FAIRWAYS PARK,,
FAIRWAYS GROVE,6,2,1,4,4,208,,,313123,FAIRWAYS PARK,,
FAIRWAYS PARK,5,2,2,4,4,383,,0,313123,GRIFFITH ROAD,,
HARCOURT LODGE,6,1,1,6,,124,,0,326316,SOUTHERN CROSS AVENUE,,
RAVENS COURT,6,2,1,,,50,,0,313116,CARDIFF CASTLE ROAD,,
RANELAGH MEWS,6,5,1,10,23,58,,0,326325,RANELAGH ROAD,,
HADDINGTON LANE,7,5,1,15,28,145,,0,326417,HADDINGTON ROAD,,
DOYLES LANE,7,3,2,16,16,217,,0,319912,CLONTARF ROAD,,
VERNON HEATH,6,3,1,16,16,356,,0,319906,VERNON AVE.,,
CHAPEL CRESCENT,5,2,1,9,,178,,0,319706,ABBEY DRIVE,,
CHANCEL MEWS,6,2,1,9,,150,,0,319706,ABBEY DRIVE,CHURCH WALK,
ABBEY DRIVE,5,2,1,9,,762,,0,319706,ASHINGTON NORTH,,
CHURCH WALK,6,2,1,9,,134,,0,319706,ABBEY DRIVE,CONVENT WAY,
SPIRE VIEW,6,2,1,9,,95,,0,319706,ABBEY DRIVE,,
RECTORY GREEN,5,2,1,9,,38,,0,319706,ABBEY DRIVE,,
CLOISTER COURT,5,2,1,9,,178,,0,319706,CHAPEL CRESCENT,,
CONVENT WAY,5,2,1,9,,133,,0,319706,ABBEY DRIVE,CHURCH WALK,
OLD KILMAINHAM VILLAGE,6,4,1,,,0,,0,326308,BOW LANE WEST,,
BROOKFIELD GREEN,6,4,1,10,18,238,,0,332812,RAVENSDALE DRIVE,,
ROYSTON COURT,6,4,1,10,18,20,,0,332811,ROYSTON,,
MERCHANT SQUARE,6,1,1,16,16,0,,0,326403,EAST WALL ROAD,MERCHANT ROAD,
KENILWORTH MANOR,6,4,1,12,20,98,,0,332809,HAROLD'S CROSS ROAD,,
REDMOND'S COURT,6,3,1,12,12,0,,0,313319,BRIARFIELD ROAD,,
